
, , , , , , , , , , , , , , , , , , , , , , 
ID DATA, Industry Number, , , , IN, 2, , , , , , , , , , , , , , , , 
, Date, , , , , 45584, , , , , , , , , , , , , , , , 
, Course ID, , , , , UBP2024P, , , , , , , , , , , , , , , , 
, Number of Companies, , , , NUMCO, 5, , , , , , , , , , , , , , , , 
, Year, , , , YR, 17, , , , , , , , , , , , , , , , 
, Bonus Points, , , , , 1, , , , , , , , , , , , , , , , 
, Practice, , , , , 1, , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , none, , , , , , , , , , , , , , , 
COMPANIES, Company A, , , 1, A, 1, A Company, , , , , , , , , , , , , , , 
, Company B, , , 2, B, 1, B Company, , , , , , , , , , , , , , , 
, Company C, , , 3, C, 1, C Company, , , , , , , , , , , , , , , 
, Company D, , , 4, D, 1, D Company, , , , , , , , , , , , , , , 
, Company E, , , 5, E, 1, E Company, , , , , , , , , , , , , , , 
, Company F, , , 6, F, 0, F Company, , , , , , , , , , , , , , , 
, Company G, , , 7, G, 0, G Company, , , , , , , , , , , , , , , 
, Company H, , , 8, H, 0, H Company, , , , , , , , , , , , , , , 
, Company I, , , 9, I, 0, I Company, , , , , , , , , , , , , , , 
, Company J, , , 10, J, 0, J Company, , , , , , , , , , , , , , , 
, Company K, , , 11, K, 0, K Company, , , , , , , , , , , , , , , 
, Company L, , , 12, L, 0, L Company, , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
SCORING, Scoring Variables ------------------------, , , EPS, , 0.2, , , , , , , , , , , , , , , , 
  WEIGHTS, , , , ROE, , 0.2, , , , , , , , , , , , , , , , 
, , , , Stock Price, , 0.2, , , , , , , , , , , , , , , , 
, , , , Credit Rating, , 0.2, , , , , , , , , , , , , , , , 
, , , , Image Rating, , 0.2, , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, I.E. versus B-I-I ---------------------------, , , Investor Expectation, , 0.5, , , , , , , , , , , , , , , , 
, , , , Best-In-Industry, , 0.5, , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
, , , , , , , , , , , , , , , , , , , , , , 
