Año,Región,Canal,Tipo,Métrica,A,B,C,D,E,AVG,AVG_otros,diferencia,diferencia_porcentaje
12,North America,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),107525.0,67791.0,96052.0,170694.0,143388.0,117090.0,103689.0,67005.0,0.6462112663831264
12,North America,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,4.0,3.0,5.0,5.0,4.4,4.25,0.75,0.17647058823529413
12,North America,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),55.0,59.0,59.0,54.0,63.0,58.0,59.0,-5.0,-0.0847457627118644
12,North America,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),60.0,63.0,62.0,59.0,68.0,62.4,63.25,-4.25,-0.06719367588932806
12,North America,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),-479.0,-60.0,125.0,284.0,69.0,-12.2,-86.25,370.25,-4.292753623188406
12,North America,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),2434.0,1209.0,1503.0,2877.0,2207.0,2046.0,1838.25,1038.75,0.5650754793961649
12,North America,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1955.0,1149.0,1628.0,3161.0,2276.0,2033.8,1752.0,1409.0,0.8042237442922374
12,North America,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.1923,0.113,0.1601,0.3108,0.2238,0.2,0.1723,0.1385,0.8038305281485781
12,North America,1 - Mayorista,e - Calidad,1 - e - Model Availability,198.4,244.9,244.4,200.0,249.9,227.52000000000004,234.4,-34.400000000000006,-0.1467576791808874
12,North America,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),5.0,5.3,5.8,5.3,6.3,5.540000000000001,5.6000000000000005,-0.3000000000000007,-0.05357142857142869
12,North America,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
12,North America,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,2875.0,1038.0,1279.0,3335.0,3331.0,2371.6,2130.75,1204.25,0.5651765810160742
12,North America,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),6000.0,3000.0,7000.0,7000.0,6500.0,5900.0,5625.0,1375.0,0.24444444444444444
12,North America,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),18000.0,3500.0,14000.0,15000.0,12000.0,12500.0,11875.0,3125.0,0.2631578947368421
12,North America,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),70.0,60.0,71.0,72.0,81.0,70.8,70.5,1.5,0.02127659574468085
12,North America,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,85.0,110.0,0.0,175.0,60.0,86.0,63.75,111.25,1.7450980392156863
12,North America,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),49725.0,32129.0,34452.0,44935.0,32775.0,38803.2,37270.25,7664.75,0.20565330256706085
12,North America,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),85.0,89.0,87.0,95.0,95.0,90.2,89.0,6.0,0.06741573033707865
12,North America,2 - Internet,c - Volumen,2 - c - Online Orders (000s),585.0,361.0,396.0,473.0,345.0,432.0,421.75,51.25,0.12151748666271488
12,North America,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),585.0,361.0,396.0,473.0,345.0,432.0,421.75,51.25,0.12151748666271488
12,North America,2 - Internet,d - Cuota,2 - d - Market Share (%),0.2708,0.1671,0.1833,0.219,0.1597,0.19998,0.19522499999999998,0.02377500000000002,0.12178255858624674
12,North America,2 - Internet,e - Calidad,2 - e - Model Availability,198.4,244.9,244.4,200.0,249.9,227.52000000000004,234.4,-34.400000000000006,-0.1467576791808874
12,North America,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),5.0,5.3,5.8,5.3,6.3,5.540000000000001,5.6000000000000005,-0.3000000000000007,-0.05357142857142869
12,North America,2 - Internet,f - Marketing,2 - f - Free Shipping,1.0,1.0,0.0,1.0,0.0,0.6,0.5,0.5,1.0
12,North America,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),18000.0,3500.0,14000.0,15000.0,12000.0,12500.0,11875.0,3125.0,0.2631578947368421
12,North America,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),70.0,60.0,71.0,72.0,81.0,70.8,70.5,1.5,0.02127659574468085
12,North America,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,85.0,110.0,0.0,175.0,60.0,86.0,63.75,111.25,1.7450980392156863
12,North America,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),9000.0,5500.0,8000.0,7500.0,6000.0,7200.0,7125.0,375.0,0.05263157894736842
12,North America,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),0.0,15480.0,20664.0,0.0,12608.0,9750.4,12188.0,-12188.0,-1.0
12,North America,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),0.0,45.0,42.0,0.0,32.0,23.8,29.75,-29.75,-1.0
12,North America,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),0.0,2001.0,874.0,0.0,394.0,653.8,817.25,-817.25,-1.0
12,North America,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),0.0,344.0,492.0,0.0,394.0,246.0,307.5,-307.5,-1.0
12,North America,3 - Privada,d - Cuota,3 - d - Market Share (%),0.0,0.28,0.4,0.0,0.32,0.2,0.25,-0.25,-1.0
12,North America,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),0.0,4.3,4.4,0.0,4.5,2.6399999999999997,3.3,-3.3,-1.0
12,Europe-Africa,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),126720.0,107970.0,92537.0,74655.0,135460.0,107468.4,115671.75,-41016.75,-0.35459608763591804
12,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,6.0,3.0,0.0,5.0,3.8,4.75,-4.75,-1.0
12,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),55.0,61.0,61.0,63.0,65.0,61.0,60.5,2.5,0.04132231404958678
12,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),60.0,67.0,64.0,63.0,70.0,64.8,65.25,-2.25,-0.034482758620689655
