Año,Región,Canal,Tipo,Métrica,A,B,C,D,E,AVG,AVG_otros,diferencia,diferencia_porcentaje
10,North America,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),85871.0,85871.0,85871.0,85871.0,85871.0,85871.0,85871.0,0.0,0.0
10,North America,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
10,North America,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0
10,North America,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0
10,North America,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,North America,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,0.0,0.0
10,North America,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,1997.0,0.0,0.0
10,North America,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,North America,1 - Mayorista,e - Calidad,1 - e - Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,North America,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,North America,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,North America,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
10,North America,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0
10,North America,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
10,North America,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,North America,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,North America,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),23651.0,23651.0,23651.0,23651.0,23651.0,23651.0,23651.0,0.0,0.0
10,North America,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0
10,North America,2 - Internet,c - Volumen,2 - c - Online Orders (000s),353.0,353.0,353.0,353.0,353.0,353.0,353.0,0.0,0.0
10,North America,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),353.0,353.0,353.0,353.0,353.0,353.0,353.0,0.0,0.0
10,North America,2 - Internet,d - Cuota,2 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,North America,2 - Internet,e - Calidad,2 - e - Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,North America,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,North America,2 - Internet,f - Marketing,2 - f - Free Shipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,North America,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
10,North America,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,North America,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,North America,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0.0,0.0
10,North America,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),6400.0,6400.0,6400.0,6400.0,6400.0,6400.0,6400.0,0.0,0.0
10,North America,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0
10,North America,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,North America,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,North America,3 - Privada,d - Cuota,3 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,North America,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),81600.0,81600.0,81600.0,81600.0,81600.0,81600.0,81600.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Europe-Africa,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Europe-Africa,1 - Mayorista,e - Calidad,1 - e - Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Europe-Africa,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Europe-Africa,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,21600.0,0.0,0.0
10,Europe-Africa,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),72.0,72.0,72.0,72.0,72.0,72.0,72.0,0.0,0.0
10,Europe-Africa,2 - Internet,c - Volumen,2 - c - Online Orders (000s),300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0
10,Europe-Africa,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,0.0
10,Europe-Africa,2 - Internet,d - Cuota,2 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Europe-Africa,2 - Internet,e - Calidad,2 - e - Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Europe-Africa,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,Europe-Africa,2 - Internet,f - Marketing,2 - f - Free Shipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Europe-Africa,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,9000.0,0.0,0.0
10,Europe-Africa,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Europe-Africa,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Europe-Africa,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,0.0,0.0
10,Europe-Africa,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,0.0,0.0
10,Europe-Africa,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),37.0,37.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0
10,Europe-Africa,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Europe-Africa,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Europe-Africa,3 - Privada,d - Cuota,3 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Europe-Africa,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),54825.0,54825.0,54825.0,54825.0,54825.0,54825.0,54825.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),43.0,43.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Asia-Pacifc,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,e - Calidad,1 - e - Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,e - Calidad,1 - e - S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,f - Marketing,1 - f - Delivery Time (weeks),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,f - Marketing,1 - f - Retail Outlets,700.0,700.0,700.0,700.0,700.0,700.0,700.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,f - Marketing,1 - f - Retailer Support ($ per outlet),2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,2750.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,g - Imagen,1 - g - Brand Advertising ($000s),8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,g - Imagen,1 - g - Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Asia-Pacifc,1 - Mayorista,g - Imagen,1 - g - Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Asia-Pacifc,2 - Internet,a - Ingreso,2 - a - Retail Income ($000s),15075.0,15075.0,15075.0,15075.0,15075.0,15075.0,15075.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,b - Precio,2 - b - Retail Price ($ per pair),67.0,67.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,c - Volumen,2 - c - Online Orders (000s),225.0,225.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,c - Volumen,2 - c - Pairs Sold (000s),225.0,225.0,225.0,225.0,225.0,225.0,225.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,d - Cuota,2 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Asia-Pacifc,2 - Internet,e - Calidad,2 - e - Model Availability,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,e - Calidad,2 - e - S/Q Rating (1 to 10 stars),4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,f - Marketing,2 - f - Free Shipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Brand Advertising ($000s),8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Brand Reputation (prior-year image),70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0
10,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Celebrity Appeal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Asia-Pacifc,2 - Internet,g - Imagen,2 - g - Search Engine Advert. ($000s),4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,a - Ingreso,3 - a - Offer Income ($000s),6400.0,6400.0,6400.0,6400.0,6400.0,6400.0,6400.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,b - Precio,3 - b - Offer Price (max = $40.00),32.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,c - Volumen,3 - c - Pairs Offered (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,c - Volumen,3 - c - Pairs Sold (000s),200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0,0.0
10,Asia-Pacifc,3 - Privada,d - Cuota,3 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
10,Asia-Pacifc,3 - Privada,e - Calidad,3 - e - S/Q Rating (min = 3.0 stars),3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0
10,Latin America,1 - Mayorista,a - Ingreso,1 - a - Wholesale Income ($000s),61200.0,61200.0,61200.0,61200.0,61200.0,61200.0,61200.0,0.0,0.0
10,Latin America,1 - Mayorista,b - Precio,1 - b - Rebate Offer ($ per pair),5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0
10,Latin America,1 - Mayorista,b - Precio,1 - b - Wholesale Net Price ($ per pair),48.0,48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0
10,Latin America,1 - Mayorista,b - Precio,1 - b - Wholesale Price ($ per pair),53.0,53.0,53.0,53.0,53.0,53.0,53.0,0.0,0.0
10,Latin America,1 - Mayorista,c - Volumen,1 - c -   Gained / Lost (due to stockouts),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10,Latin America,1 - Mayorista,c - Volumen,1 - c - Pairs Demanded (000s),1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0
10,Latin America,1 - Mayorista,c - Volumen,1 - c - Pairs Sold (000s),1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,1275.0,0.0,0.0
10,Latin America,1 - Mayorista,d - Cuota,1 - d - Market Share (%),0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0
